payment_id,order_id,total_price,payment_type
61606,61606,21.6,Debit
61607,61607,9.7,Meal Swipe
61608,61608,26.3,Credit
61609,61609,36.5,Gift Card
61610,61610,18.2,Credit
61611,61611,24.8,Gift Card
61612,61612,10.8,Cash
61613,61613,11.2,Gift Card
61614,61614,11.2,Meal Swipe
61615,61615,13.0,Debit
61616,61616,21.7,Gift Card
61617,61617,2.5,Credit
61618,61618,25.5,Credit
61619,61619,24.8,Debit
61620,61620,11.3,Gift Card
61621,61621,19.0,Credit
61622,61622,13.3,Credit
61623,61623,21.0,Credit
61624,61624,14.9,Cash
61625,61625,18.0,Meal Swipe
61626,61626,9.6,Debit
61627,61627,4.4,Debit
61628,61628,5.2,Cash
61629,61629,23.0,Meal Swipe
61630,61630,13.0,Cash
61631,61631,23.6,Debit
61632,61632,5.2,Credit
61633,61633,15.3,Credit
61634,61634,8.5,Cash
61635,61635,12.2,Credit
61636,61636,22.4,Debit
61637,61637,11.2,Debit
61638,61638,15.9,Credit
61639,61639,13.5,Debit
61640,61640,25.2,Meal Swipe
61641,61641,12.4,Cash
61642,61642,8.5,Debit
61643,61643,19.7,Gift Card
61644,61644,22.4,Debit
61645,61645,11.9,Debit
61646,61646,26.4,Meal Swipe
61647,61647,19.7,Debit
61648,61648,2.5,Debit
61649,61649,5.2,Cash
61650,61650,2.3,Meal Swipe
61651,61651,33.6,Meal Swipe
61652,61652,31.0,Gift Card
61653,61653,13.7,Gift Card
61654,61654,11.2,Credit
61655,61655,13.0,Debit
61656,61656,17.4,Debit
61657,61657,15.6,Credit
61658,61658,13.2,Debit
61659,61659,32.3,Cash
61660,61660,6.9,Gift Card
61661,61661,8.0,Meal Swipe
61662,61662,10.0,Meal Swipe
61663,61663,29.4,Meal Swipe
61664,61664,11.4,Debit
61665,61665,24.7,Debit
61666,61666,6.7,Credit
61667,61667,19.3,Credit
61668,61668,6.4,Credit
61669,61669,8.2,Gift Card
61670,61670,8.5,Debit
61671,61671,23.4,Debit
61672,61672,18.8,Credit
61673,61673,20.2,Debit
61674,61674,8.0,Meal Swipe
61675,61675,24.4,Credit
61676,61676,9.7,Debit
61677,61677,11.2,Meal Swipe
61678,61678,11.2,Credit
61679,61679,22.6,Cash
61680,61680,27.4,Cash
61681,61681,11.4,Debit
61682,61682,2.3,Cash
61683,61683,5.2,Meal Swipe
61684,61684,2.0,Cash
61685,61685,11.3,Gift Card
61686,61686,17.3,Cash
61687,61687,5.2,Cash
61688,61688,16.7,Meal Swipe
61689,61689,4.8,Credit
61690,61690,9.6,Debit
61691,61691,8.3,Meal Swipe
61692,61692,10.0,Meal Swipe
61693,61693,21.7,Gift Card
61694,61694,17.2,Credit
61695,61695,8.0,Credit
61696,61696,13.5,Cash
61697,61697,36.6,Meal Swipe
61698,61698,10.0,Gift Card
61699,61699,12.6,Debit
61700,61700,19.5,Gift Card
61701,61701,4.4,Credit
61702,61702,14.2,Gift Card
61703,61703,25.9,Credit
61704,61704,11.3,Debit
61705,61705,27.9,Credit
61706,61706,5.4,Meal Swipe
61707,61707,17.6,Cash
61708,61708,27.0,Gift Card
61709,61709,13.5,Debit
61710,61710,8.3,Credit
61711,61711,8.5,Gift Card
61712,61712,13.3,Meal Swipe
61713,61713,2.1,Debit
61714,61714,30.7,Gift Card
61715,61715,15.1,Debit
61716,61716,2.5,Cash
61717,61717,15.7,Debit
61718,61718,27.9,Gift Card
61719,61719,23.4,Debit
61720,61720,17.5,Meal Swipe
61721,61721,6.4,Meal Swipe
61722,61722,21.4,Debit
61723,61723,14.9,Meal Swipe
61724,61724,25.1,Meal Swipe
61725,61725,11.2,Credit
61726,61726,18.7,Meal Swipe
61727,61727,15.0,Cash
61728,61728,21.6,Credit
61729,61729,11.3,Gift Card
61730,61730,2.0,Cash
61731,61731,9.8,Meal Swipe
61732,61732,8.2,Debit
61733,61733,20.7,Meal Swipe
61734,61734,8.0,Debit
61735,61735,7.7,Gift Card
61736,61736,12.7,Cash
61737,61737,8.2,Debit
61738,61738,19.7,Debit
61739,61739,10.8,Gift Card
61740,61740,11.3,Gift Card
61741,61741,19.7,Credit
61742,61742,23.8,Credit
61743,61743,8.5,Meal Swipe
61744,61744,8.5,Credit
61745,61745,26.7,Debit
61746,61746,30.0,Meal Swipe
61747,61747,10.5,Credit
61748,61748,22.4,Gift Card
61749,61749,2.1,Debit
61750,61750,10.5,Debit
61751,61751,8.8,Credit
61752,61752,19.5,Gift Card
61753,61753,8.5,Debit
61754,61754,21.3,Debit
61755,61755,8.3,Credit
61756,61756,2.1,Credit
61757,61757,11.6,Credit
61758,61758,12.8,Cash
61759,61759,18.2,Cash
61760,61760,12.7,Credit
61761,61761,35.6,Debit
61762,61762,21.5,Meal Swipe
61763,61763,4.4,Cash
61764,61764,21.7,Debit
61765,61765,21.1,Meal Swipe
61766,61766,4.4,Credit
61767,61767,19.2,Gift Card
61768,61768,21.3,Credit
61769,61769,19.6,Cash
61770,61770,16.0,Cash
61771,61771,4.8,Gift Card
61772,61772,13.3,Cash
61773,61773,4.2,Credit
61774,61774,22.5,Credit
61775,61775,16.4,Debit
61776,61776,15.6,Meal Swipe
61777,61777,28.5,Credit
61778,61778,6.1,Debit
61779,61779,12.9,Meal Swipe
61780,61780,15.6,Gift Card
61781,61781,8.2,Gift Card
61782,61782,18.4,Meal Swipe
61783,61783,17.0,Cash
61784,61784,15.5,Meal Swipe
61785,61785,11.3,Credit
61786,61786,26.3,Gift Card
61787,61787,14.4,Debit
61788,61788,10.4,Meal Swipe
61789,61789,16.8,Cash
61790,61790,18.4,Debit
61791,61791,30.7,Credit
61792,61792,20.7,Meal Swipe
61793,61793,21.7,Meal Swipe
61794,61794,19.5,Meal Swipe
61795,61795,24.5,Meal Swipe
61796,61796,21.6,Cash
61797,61797,30.9,Meal Swipe
61798,61798,8.8,Credit
61799,61799,19.7,Meal Swipe
61800,61800,17.2,Credit
61801,61801,2.5,Cash
61802,61802,4.8,Gift Card
61803,61803,18.8,Cash
61804,61804,11.2,Gift Card
61805,61805,2.3,Meal Swipe
61806,61806,17.2,Debit
61807,61807,25.4,Meal Swipe
61808,61808,4.6,Gift Card
61809,61809,18.3,Debit
61810,61810,8.2,Meal Swipe
61811,61811,11.2,Meal Swipe
61812,61812,14.4,Meal Swipe
61813,61813,5.4,Meal Swipe
61814,61814,11.2,Debit
61815,61815,15.7,Meal Swipe
61816,61816,32.5,Meal Swipe
61817,61817,8.3,Debit
61818,61818,27.5,Meal Swipe
61819,61819,8.5,Debit
61820,61820,21.8,Cash
61821,61821,17.2,Meal Swipe
61822,61822,7.2,Meal Swipe
61823,61823,13.0,Cash
61824,61824,2.0,Gift Card
61825,61825,6.1,Meal Swipe
61826,61826,5.2,Credit
61827,61827,14.4,Credit
61828,61828,36.6,Gift Card
61829,61829,12.3,Meal Swipe
61830,61830,8.2,Credit
61831,61831,19.4,Debit
61832,61832,19.4,Debit
61833,61833,4.6,Debit
61834,61834,28.3,Gift Card
61835,61835,8.0,Debit
61836,61836,29.5,Credit
61837,61837,8.3,Credit
61838,61838,12.8,Credit
61839,61839,12.8,Credit
61840,61840,8.5,Meal Swipe
61841,61841,11.2,Meal Swipe
61842,61842,2.0,Gift Card
61843,61843,15.0,Meal Swipe
61844,61844,15.5,Debit
61845,61845,2.3,Meal Swipe
61846,61846,10.2,Gift Card
61847,61847,5.2,Meal Swipe
61848,61848,18.8,Cash
61849,61849,6.4,Meal Swipe
61850,61850,17.2,Gift Card
61851,61851,14.2,Gift Card
61852,61852,21.8,Meal Swipe
61853,61853,2.0,Gift Card
61854,61854,24.9,Meal Swipe
61855,61855,6.4,Gift Card
61856,61856,13.9,Cash
61857,61857,17.2,Gift Card
61858,61858,5.4,Debit
61859,61859,7.5,Meal Swipe
61860,61860,9.8,Gift Card
61861,61861,2.0,Cash
61862,61862,12.5,Debit
61863,61863,30.2,Meal Swipe
61864,61864,17.2,Cash
61865,61865,19.5,Meal Swipe
61866,61866,6.2,Gift Card
61867,61867,2.1,Meal Swipe
61868,61868,5.4,Credit
61869,61869,15.0,Gift Card
61870,61870,11.2,Credit
61871,61871,22.8,Cash
61872,61872,4.1,Credit
61873,61873,4.4,Debit
61874,61874,2.3,Debit
61875,61875,35.8,Credit
61876,61876,18.9,Debit
61877,61877,13.3,Gift Card
61878,61878,26.2,Debit
61879,61879,35.6,Meal Swipe
61880,61880,12.6,Gift Card
61881,61881,11.2,Debit
61882,61882,13.2,Debit
61883,61883,8.3,Meal Swipe
61884,61884,2.0,Credit
61885,61885,15.7,Debit
61886,61886,11.2,Credit
61887,61887,23.4,Cash
61888,61888,2.3,Meal Swipe
61889,61889,21.2,Cash
61890,61890,13.0,Meal Swipe
61891,61891,6.7,Debit
61892,61892,4.1,Meal Swipe
61893,61893,13.9,Debit
61894,61894,11.6,Cash
61895,61895,8.3,Gift Card
61896,61896,7.2,Credit
61897,61897,2.5,Gift Card
61898,61898,8.5,Credit
61899,61899,2.0,Credit
61900,61900,19.7,Gift Card
61901,61901,11.2,Cash
61902,61902,12.8,Cash
61903,61903,2.0,Gift Card
61904,61904,25.0,Meal Swipe
61905,61905,23.6,Debit
61906,61906,10.3,Credit
61907,61907,4.1,Cash
61908,61908,17.2,Credit
61909,61909,18.3,Debit
61910,61910,17.2,Credit
61911,61911,22.2,Gift Card
61912,61912,22.6,Debit
61913,61913,14.7,Debit
61914,61914,24.8,Meal Swipe
61915,61915,27.7,Meal Swipe
61916,61916,9.8,Cash
61917,61917,13.3,Credit
61918,61918,13.5,Debit
61919,61919,22.0,Meal Swipe
61920,61920,16.6,Cash
61921,61921,2.1,Credit
61922,61922,2.3,Cash
61923,61923,11.3,Gift Card
61924,61924,22.1,Credit
61925,61925,7.5,Debit
61926,61926,22.5,Credit
61927,61927,17.2,Debit
61928,61928,6.2,Credit
61929,61929,10.3,Credit
61930,61930,30.4,Meal Swipe
61931,61931,13.3,Cash
61932,61932,19.7,Debit
61933,61933,15.0,Gift Card
61934,61934,32.4,Debit
61935,61935,19.6,Cash
61936,61936,13.3,Credit
61937,61937,8.0,Gift Card
61938,61938,28.6,Cash
61939,61939,10.5,Cash
61940,61940,24.8,Debit
61941,61941,4.3,Cash
61942,61942,8.3,Debit
61943,61943,7.4,Debit
61944,61944,17.2,Debit
61945,61945,4.8,Meal Swipe
61946,61946,16.2,Debit
61947,61947,2.5,Meal Swipe
61948,61948,12.6,Gift Card
61949,61949,24.5,Debit
61950,61950,10.6,Cash
61951,61951,25.6,Credit
61952,61952,16.4,Credit
61953,61953,21.6,Cash
61954,61954,11.2,Meal Swipe
61955,61955,13.2,Debit
61956,61956,12.9,Gift Card
61957,61957,2.3,Meal Swipe
61958,61958,15.0,Credit
61959,61959,11.2,Gift Card
61960,61960,12.7,Debit
61961,61961,19.4,Debit
61962,61962,30.9,Credit
61963,61963,8.3,Cash
61964,61964,8.2,Meal Swipe
61965,61965,2.5,Cash
61966,61966,12.5,Debit
61967,61967,10.6,Debit
61968,61968,2.0,Debit
61969,61969,30.8,Cash
61970,61970,21.0,Debit
61971,61971,32.8,Credit
61972,61972,19.7,Gift Card
61973,61973,16.6,Cash
61974,61974,28.4,Meal Swipe
61975,61975,6.5,Meal Swipe
61976,61976,8.3,Meal Swipe
61977,61977,33.7,Cash
61978,61978,11.2,Credit
61979,61979,24.5,Credit
61980,61980,19.2,Meal Swipe
61981,61981,21.5,Cash
61982,61982,20.1,Debit
61983,61983,19.6,Meal Swipe
61984,61984,32.7,Credit
61985,61985,22.4,Gift Card
61986,61986,30.9,Gift Card
61987,61987,13.0,Gift Card
61988,61988,18.9,Cash
61989,61989,23.3,Gift Card
61990,61990,19.1,Gift Card
61991,61991,8.2,Debit
61992,61992,10.3,Debit
61993,61993,2.3,Debit
61994,61994,2.0,Gift Card
61995,61995,4.4,Debit
61996,61996,25.1,Meal Swipe
61997,61997,8.0,Credit
61998,61998,25.7,Gift Card
61999,61999,16.5,Debit
62000,62000,4.3,Cash
62001,62001,20.5,Credit
62002,62002,11.6,Debit
62003,62003,11.2,Debit
62004,62004,27.9,Debit
62005,62005,32.2,Meal Swipe
62006,62006,26.0,Meal Swipe
62007,62007,10.1,Cash
62008,62008,11.2,Gift Card
62009,62009,30.4,Cash
62010,62010,21.7,Gift Card
62011,62011,11.2,Gift Card
62012,62012,2.1,Debit
62013,62013,11.3,Meal Swipe
62014,62014,13.2,Credit
62015,62015,5.4,Gift Card
62016,62016,5.2,Cash
62017,62017,19.3,Meal Swipe
62018,62018,11.2,Meal Swipe
62019,62019,10.1,Cash
62020,62020,4.4,Gift Card
62021,62021,2.0,Gift Card
62022,62022,8.0,Credit
62023,62023,13.7,Meal Swipe
62024,62024,5.2,Debit
62025,62025,21.0,Meal Swipe
62026,62026,13.8,Cash
62027,62027,6.2,Gift Card
62028,62028,10.6,Credit
62029,62029,2.5,Gift Card
62030,62030,18.4,Debit
62031,62031,11.2,Gift Card
62032,62032,15.9,Cash
62033,62033,10.5,Cash
62034,62034,19.9,Debit
62035,62035,8.8,Gift Card
62036,62036,8.3,Gift Card
62037,62037,35.6,Credit
62038,62038,2.0,Cash
62039,62039,7.5,Debit
62040,62040,2.0,Debit
62041,62041,21.8,Debit
62042,62042,22.4,Cash
62043,62043,16.7,Debit
62044,62044,4.4,Meal Swipe
62045,62045,13.3,Meal Swipe
62046,62046,39.7,Cash
62047,62047,8.2,Debit
62048,62048,21.8,Credit
62049,62049,2.1,Credit
62050,62050,17.9,Gift Card
62051,62051,25.7,Credit
62052,62052,15.0,Meal Swipe
62053,62053,26.8,Debit
62054,62054,15.4,Meal Swipe
62055,62055,21.0,Cash
62056,62056,25.5,Meal Swipe
62057,62057,19.5,Debit
62058,62058,15.5,Cash
62059,62059,5.4,Meal Swipe
62060,62060,14.8,Debit
62061,62061,5.4,Meal Swipe
62062,62062,29.0,Debit
62063,62063,23.7,Credit
62064,62064,8.2,Credit
62065,62065,19.6,Meal Swipe
62066,62066,13.7,Credit
62067,62067,9.8,Meal Swipe
62068,62068,8.5,Debit
62069,62069,8.5,Cash
62070,62070,19.3,Credit
62071,62071,4.4,Debit
62072,62072,14.2,Cash
62073,62073,33.7,Meal Swipe
62074,62074,5.2,Debit
62075,62075,15.0,Debit
62076,62076,23.1,Meal Swipe
62077,62077,16.2,Meal Swipe
62078,62078,24.6,Credit
62079,62079,6.2,Meal Swipe
62080,62080,17.2,Debit
62081,62081,7.4,Gift Card
62082,62082,4.4,Cash
62083,62083,16.0,Meal Swipe
62084,62084,5.4,Cash
62085,62085,22.8,Gift Card
62086,62086,2.0,Credit
62087,62087,27.0,Meal Swipe
62088,62088,2.3,Credit
62089,62089,11.7,Gift Card
62090,62090,19.4,Credit
62091,62091,22.8,Gift Card
62092,62092,8.5,Meal Swipe
62093,62093,14.7,Cash
62094,62094,9.8,Debit
62095,62095,17.5,Credit
62096,62096,2.0,Cash
62097,62097,12.8,Cash
62098,62098,11.8,Gift Card
62099,62099,2.3,Cash
62100,62100,17.4,Cash
62101,62101,13.0,Debit
62102,62102,8.2,Cash
62103,62103,13.0,Meal Swipe
62104,62104,8.5,Cash
62105,62105,8.2,Debit
62106,62106,2.0,Debit
62107,62107,2.3,Debit
62108,62108,4.5,Gift Card
62109,62109,8.3,Credit
62110,62110,15.0,Debit
62111,62111,24.8,Cash
62112,62112,13.6,Cash
62113,62113,18.8,Gift Card
62114,62114,24.9,Credit
62115,62115,12.7,Debit
62116,62116,19.1,Credit
62117,62117,10.2,Gift Card
62118,62118,17.4,Gift Card
62119,62119,24.7,Gift Card
62120,62120,2.0,Cash
62121,62121,2.0,Meal Swipe
62122,62122,8.0,Credit
62123,62123,15.3,Gift Card
62124,62124,18.6,Gift Card
62125,62125,13.7,Meal Swipe
62126,62126,22.8,Meal Swipe
62127,62127,2.0,Debit
62128,62128,5.2,Credit
62129,62129,11.2,Debit
62130,62130,6.2,Debit
62131,62131,11.3,Cash
62132,62132,21.5,Credit
62133,62133,30.5,Gift Card
62134,62134,17.2,Cash
62135,62135,19.3,Debit
62136,62136,27.7,Gift Card
62137,62137,41.5,Credit
62138,62138,21.9,Debit
62139,62139,4.1,Debit
62140,62140,28.2,Meal Swipe
62141,62141,18.3,Debit
62142,62142,16.6,Cash
62143,62143,33.9,Debit
62144,62144,5.2,Cash
62145,62145,13.7,Credit
62146,62146,16.6,Meal Swipe
62147,62147,19.6,Meal Swipe
62148,62148,13.0,Meal Swipe
62149,62149,15.1,Debit
62150,62150,8.2,Credit
62151,62151,13.0,Meal Swipe
62152,62152,15.4,Credit
62153,62153,2.0,Gift Card
62154,62154,6.4,Meal Swipe
62155,62155,6.2,Gift Card
62156,62156,23.8,Gift Card
62157,62157,21.0,Cash
62158,62158,25.4,Credit
62159,62159,18.0,Meal Swipe
62160,62160,13.6,Meal Swipe
62161,62161,2.1,Credit
62162,62162,8.5,Debit
62163,62163,22.4,Meal Swipe
62164,62164,10.0,Meal Swipe
62165,62165,13.3,Gift Card
62166,62166,15.6,Meal Swipe
62167,62167,22.8,Gift Card
62168,62168,16.0,Gift Card
62169,62169,30.4,Cash
62170,62170,4.4,Gift Card
62171,62171,16.3,Credit
62172,62172,4.5,Credit
62173,62173,16.8,Debit
62174,62174,8.0,Debit
62175,62175,4.8,Gift Card
62176,62176,2.3,Debit
62177,62177,19.2,Meal Swipe
62178,62178,9.8,Credit
62179,62179,25.4,Gift Card
62180,62180,20.5,Debit
62181,62181,14.5,Credit
62182,62182,4.4,Debit
62183,62183,2.5,Meal Swipe
62184,62184,5.2,Credit
62185,62185,22.5,Cash
62186,62186,9.8,Gift Card
62187,62187,12.6,Cash
62188,62188,25.7,Gift Card
62189,62189,2.0,Gift Card
62190,62190,21.6,Debit
62191,62191,8.5,Cash
62192,62192,30.5,Debit
62193,62193,17.2,Cash
62194,62194,28.2,Cash
62195,62195,25.4,Credit
62196,62196,27.7,Cash
62197,62197,16.6,Cash
62198,62198,15.5,Cash
62199,62199,12.9,Credit
62200,62200,11.2,Gift Card
62201,62201,31.0,Credit
62202,62202,19.7,Meal Swipe
62203,62203,15.3,Cash
62204,62204,9.8,Meal Swipe
62205,62205,17.4,Gift Card
62206,62206,10.5,Gift Card
62207,62207,28.2,Debit
62208,62208,24.6,Cash
62209,62209,18.4,Debit
62210,62210,4.4,Meal Swipe
62211,62211,10.1,Cash
62212,62212,26.8,Meal Swipe
62213,62213,13.0,Debit
62214,62214,18.9,Credit
62215,62215,27.5,Meal Swipe
62216,62216,16.2,Debit
62217,62217,10.1,Credit
62218,62218,4.6,Gift Card
62219,62219,2.5,Gift Card
62220,62220,30.8,Cash
62221,62221,11.0,Cash
62222,62222,10.8,Gift Card
62223,62223,9.8,Debit
62224,62224,22.7,Meal Swipe
62225,62225,20.3,Gift Card
62226,62226,21.8,Debit
62227,62227,8.5,Meal Swipe
62228,62228,4.6,Cash
62229,62229,11.2,Credit
62230,62230,22.4,Debit
62231,62231,18.7,Meal Swipe
62232,62232,41.5,Gift Card
62233,62233,29.5,Cash
62234,62234,21.7,Debit
62235,62235,42.7,Gift Card
62236,62236,19.4,Gift Card
62237,62237,12.4,Cash
62238,62238,16.7,Gift Card
62239,62239,16.4,Cash
62240,62240,2.3,Cash
62241,62241,13.2,Cash
62242,62242,2.0,Credit
62243,62243,16.0,Meal Swipe
62244,62244,22.5,Credit
62245,62245,41.5,Debit
62246,62246,16.0,Gift Card
62247,62247,13.2,Meal Swipe
62248,62248,18.9,Cash
62249,62249,16.0,Debit
62250,62250,2.0,Cash
62251,62251,17.7,Meal Swipe
62252,62252,2.3,Debit
62253,62253,2.0,Cash
62254,62254,10.2,Meal Swipe
62255,62255,13.8,Debit
62256,62256,22.2,Gift Card
62257,62257,2.3,Meal Swipe
62258,62258,21.4,Debit
62259,62259,11.2,Gift Card
62260,62260,21.4,Gift Card
62261,62261,21.3,Debit
62262,62262,18.4,Debit
62263,62263,31.1,Cash
62264,62264,17.5,Debit
62265,62265,10.0,Gift Card
62266,62266,16.5,Meal Swipe
62267,62267,19.5,Cash
62268,62268,24.8,Gift Card
62269,62269,12.9,Credit
62270,62270,18.9,Meal Swipe
62271,62271,9.8,Meal Swipe
62272,62272,15.7,Meal Swipe
62273,62273,4.4,Gift Card
62274,62274,21.2,Gift Card
62275,62275,6.6,Gift Card
62276,62276,24.4,Debit
62277,62277,13.0,Gift Card
62278,62278,26.0,Cash
62279,62279,8.0,Gift Card
62280,62280,5.4,Cash
62281,62281,11.2,Cash
62282,62282,18.4,Meal Swipe
62283,62283,16.5,Debit
62284,62284,15.0,Debit
62285,62285,14.2,Meal Swipe
62286,62286,8.2,Cash
62287,62287,13.7,Cash
62288,62288,12.9,Meal Swipe
62289,62289,9.8,Gift Card
62290,62290,4.4,Debit
62291,62291,19.2,Meal Swipe
62292,62292,4.4,Debit
62293,62293,4.4,Credit
62294,62294,4.4,Gift Card
62295,62295,12.3,Cash
62296,62296,16.4,Cash
62297,62297,2.0,Debit
62298,62298,11.2,Cash
62299,62299,9.3,Debit
62300,62300,2.0,Credit
62301,62301,17.8,Gift Card
62302,62302,11.4,Meal Swipe
62303,62303,24.6,Meal Swipe
62304,62304,8.5,Credit
62305,62305,16.5,Credit
62306,62306,8.0,Debit
62307,62307,15.1,Credit
62308,62308,4.4,Credit
62309,62309,11.2,Credit
62310,62310,24.4,Gift Card
62311,62311,4.5,Debit
62312,62312,4.3,Gift Card
62313,62313,21.5,Meal Swipe
62314,62314,18.0,Cash
62315,62315,8.0,Debit
62316,62316,15.6,Credit
62317,62317,8.0,Debit
62318,62318,2.0,Gift Card
62319,62319,2.0,Gift Card
62320,62320,13.5,Cash
62321,62321,11.2,Cash
62322,62322,29.4,Meal Swipe
62323,62323,19.1,Debit
62324,62324,9.8,Gift Card
62325,62325,11.6,Cash
62326,62326,5.4,Debit
62327,62327,11.2,Debit
62328,62328,25.4,Cash
62329,62329,10.4,Credit
62330,62330,8.0,Cash
62331,62331,31.0,Credit
62332,62332,11.0,Debit
62333,62333,20.2,Debit
62334,62334,7.2,Cash
62335,62335,24.6,Meal Swipe
62336,62336,16.6,Gift Card
62337,62337,13.2,Meal Swipe
62338,62338,34.2,Debit
62339,62339,31.1,Cash
62340,62340,19.6,Credit
62341,62341,26.9,Credit
62342,62342,2.3,Meal Swipe
62343,62343,30.7,Credit
62344,62344,19.5,Debit
62345,62345,2.1,Debit
62346,62346,18.4,Cash
62347,62347,4.4,Gift Card
62348,62348,2.1,Cash
62349,62349,15.6,Gift Card
62350,62350,8.2,Cash
62351,62351,11.2,Debit
62352,62352,6.2,Meal Swipe
62353,62353,13.7,Debit
62354,62354,2.1,Credit
62355,62355,8.3,Credit
62356,62356,2.5,Debit
62357,62357,13.1,Meal Swipe
62358,62358,8.0,Cash
62359,62359,5.4,Gift Card
62360,62360,2.0,Cash
62361,62361,19.1,Meal Swipe
62362,62362,10.5,Cash
62363,62363,16.2,Cash
62364,62364,4.1,Cash
62365,62365,2.0,Credit
62366,62366,15.0,Credit
62367,62367,17.6,Credit
62368,62368,8.5,Debit
62369,62369,5.4,Credit
62370,62370,8.7,Debit
62371,62371,23.4,Cash
62372,62372,8.5,Cash
62373,62373,19.6,Debit
62374,62374,10.6,Debit
62375,62375,2.3,Debit
62376,62376,21.7,Cash
62377,62377,9.6,Gift Card
62378,62378,27.8,Meal Swipe
62379,62379,6.4,Gift Card
62380,62380,13.0,Gift Card
62381,62381,5.4,Gift Card
62382,62382,4.1,Debit
62383,62383,33.8,Gift Card
62384,62384,24.8,Cash
62385,62385,13.8,Debit
62386,62386,2.0,Gift Card
62387,62387,8.5,Credit
62388,62388,11.2,Gift Card
62389,62389,15.4,Meal Swipe
62390,62390,15.1,Credit
62391,62391,24.2,Credit
62392,62392,17.2,Cash
62393,62393,7.4,Credit
62394,62394,18.3,Cash
62395,62395,19.8,Meal Swipe
62396,62396,18.2,Credit
62397,62397,13.6,Meal Swipe
62398,62398,2.1,Meal Swipe
62399,62399,12.8,Debit
62400,62400,8.2,Cash
62401,62401,6.4,Gift Card
62402,62402,4.4,Cash
62403,62403,23.2,Credit
62404,62404,4.4,Cash
62405,62405,16.2,Debit
62406,62406,18.3,Gift Card
62407,62407,10.8,Meal Swipe
62408,62408,8.5,Cash
62409,62409,12.9,Gift Card
62410,62410,11.3,Meal Swipe
62411,62411,8.2,Gift Card
62412,62412,4.1,Meal Swipe
62413,62413,13.6,Credit
62414,62414,17.9,Meal Swipe
62415,62415,2.3,Credit
62416,62416,12.9,Meal Swipe
62417,62417,17.5,Credit
62418,62418,4.4,Cash
62419,62419,32.3,Debit
62420,62420,13.0,Credit
62421,62421,17.5,Meal Swipe
62422,62422,26.7,Cash
62423,62423,4.4,Cash
62424,62424,8.0,Meal Swipe
62425,62425,14.4,Meal Swipe
62426,62426,10.3,Debit
62427,62427,2.0,Debit
62428,62428,8.3,Debit
62429,62429,8.5,Cash
62430,62430,17.7,Gift Card
62431,62431,12.5,Gift Card
62432,62432,24.7,Gift Card
62433,62433,6.4,Gift Card
62434,62434,13.1,Cash
62435,62435,2.5,Gift Card
62436,62436,16.7,Gift Card
62437,62437,18.8,Meal Swipe
62438,62438,17.4,Credit
62439,62439,14.2,Credit
62440,62440,11.8,Debit
62441,62441,20.2,Gift Card
62442,62442,24.2,Credit
62443,62443,19.7,Credit
62444,62444,4.0,Debit
62445,62445,4.4,Debit
62446,62446,13.2,Credit
62447,62447,5.4,Credit
62448,62448,15.3,Meal Swipe
62449,62449,34.6,Cash
62450,62450,31.1,Cash
62451,62451,8.5,Credit
62452,62452,21.0,Credit
62453,62453,14.8,Debit
62454,62454,5.4,Meal Swipe
62455,62455,8.5,Gift Card
62456,62456,4.5,Credit
62457,62457,27.6,Meal Swipe
62458,62458,25.4,Debit
62459,62459,11.2,Meal Swipe
62460,62460,20.1,Meal Swipe
62461,62461,15.3,Meal Swipe
62462,62462,17.2,Cash
62463,62463,2.1,Gift Card
62464,62464,19.3,Meal Swipe
62465,62465,27.0,Cash
62466,62466,2.1,Gift Card
62467,62467,11.4,Gift Card
62468,62468,14.3,Gift Card
62469,62469,5.4,Meal Swipe
62470,62470,19.5,Debit
62471,62471,11.2,Meal Swipe
62472,62472,11.4,Debit
62473,62473,12.9,Meal Swipe
62474,62474,17.0,Credit
62475,62475,17.9,Debit
62476,62476,13.7,Meal Swipe
62477,62477,22.4,Gift Card
62478,62478,18.9,Cash
62479,62479,20.6,Debit
62480,62480,15.8,Meal Swipe
62481,62481,17.2,Debit
62482,62482,8.0,Credit
62483,62483,17.8,Credit
62484,62484,11.3,Cash
62485,62485,22.6,Gift Card
62486,62486,8.2,Credit
62487,62487,13.4,Debit
62488,62488,2.1,Gift Card
62489,62489,32.1,Debit
62490,62490,2.5,Debit
62491,62491,12.3,Gift Card
62492,62492,23.1,Credit
62493,62493,23.4,Meal Swipe
62494,62494,19.5,Cash
62495,62495,13.0,Meal Swipe
62496,62496,30.5,Debit
62497,62497,24.9,Debit
62498,62498,4.6,Meal Swipe
62499,62499,16.0,Meal Swipe
62500,62500,12.1,Gift Card
62501,62501,18.5,Credit
62502,62502,6.2,Debit
62503,62503,8.3,Meal Swipe
62504,62504,4.3,Cash
62505,62505,31.3,Meal Swipe
62506,62506,4.4,Credit
62507,62507,8.3,Cash
62508,62508,19.4,Gift Card
62509,62509,11.2,Debit
62510,62510,22.4,Credit
62511,62511,18.4,Credit
62512,62512,11.8,Credit
62513,62513,13.0,Debit
62514,62514,2.0,Gift Card
62515,62515,30.4,Credit
62516,62516,19.2,Gift Card
62517,62517,30.0,Credit
62518,62518,11.0,Debit
62519,62519,27.2,Credit
62520,62520,14.4,Meal Swipe
62521,62521,11.3,Cash
62522,62522,13.0,Cash
62523,62523,8.0,Credit
62524,62524,15.9,Meal Swipe
